applicant_id,age,income,credit_score,employment_years,education,gender,ethnicity,loan_amount,loan_purpose,approved
A00850,45,27501,790,1.1,PhD,Male,Black,13272,home,1
A00851,52,25582,810,1.0,High School,Male,White,51775,home,1
A00852,22,22042,736,0.2,PhD,Male,White,45299,home,1
A00853,49,79005,569,4.5,Master,Male,Black,44887,personal,0
A00854,32,58339,695,5.3,Bachelor,Male,White,19457,business,1
A00855,38,51415,850,16.6,High School,Male,White,15524,personal,1
A00856,49,20000,610,5.6,High School,Female,Hispanic,10983,personal,0
A00857,21,168263,675,1.4,PhD,Non-binary,Other,11547,auto,1
A00858,21,28665,793,9.1,High School,Female,White,10576,education,1
A00859,40,167893,729,1.6,PhD,Male,White,29539,business,1
A00860,62,20546,850,13.0,Bachelor,Female,White,18349,business,1
A00861,21,30108,621,0.3,Bachelor,Female,White,31104,business,0
A00862,55,20000,600,1.8,Bachelor,Male,Asian,32542,education,1
A00863,24,60917,777,24.2,High School,Female,Hispanic,9435,home,1
A00864,42,25317,584,2.6,Bachelor,Female,White,9211,personal,1
A00865,39,25750,664,0.0,PhD,Male,Hispanic,18344,business,1
A00866,41,21514,674,2.2,High School,Non-binary,White,11847,personal,1
A00867,24,78152,762,2.8,PhD,Male,White,10890,auto,1
A00868,54,75122,729,1.6,Other,Male,Asian,85523,home,1
A00869,33,145396,716,7.5,High School,Male,White,6459,personal,1
A00870,54,32486,647,4.6,Bachelor,Male,White,111129,personal,1
A00871,49,55898,777,6.7,High School,Non-binary,Asian,27753,personal,1
A00872,45,22615,850,6.4,Bachelor,Female,White,48484,education,1
A00873,34,40093,735,0.1,Other,Male,White,44119,personal,0
A00874,49,35907,687,1.4,PhD,Female,White,36082,auto,1
A00875,64,64774,576,12.1,PhD,Female,White,83238,business,0
A00876,61,90238,629,12.9,High School,Female,White,9265,education,0
A00877,61,88844,662,4.0,Bachelor,Female,White,19436,home,1
A00878,30,29563,637,2.9,High School,Female,White,11133,business,0
A00879,46,89239,678,3.2,PhD,Female,White,5671,auto,1
A00880,38,47741,822,3.2,High School,Male,Black,12977,home,1
A00881,63,40345,779,14.9,High School,Female,Asian,98522,business,1
A00882,62,32044,667,0.1,High School,Male,Black,19172,business,0
A00883,59,35032,583,5.4,High School,Male,Black,107668,auto,0
A00884,28,139439,786,2.5,High School,Male,Hispanic,116851,personal,0
A00885,35,58950,676,12.5,High School,Male,White,241857,business,1
A00886,52,54435,541,7.3,PhD,Female,White,101153,home,1
A00887,53,41883,736,3.5,Master,Female,White,145292,auto,1
A00888,36,212689,762,7.5,High School,Female,White,28570,personal,1
A00889,27,107259,485,23.5,Master,Female,Other,26440,home,1
A00890,27,31804,614,2.3,Bachelor,Male,White,27885,personal,1
A00891,51,41598,671,6.4,Master,Female,Asian,22027,education,1
A00892,40,43107,738,16.2,Bachelor,Male,White,24828,business,1
A00893,42,53504,638,9.6,Bachelor,Male,White,40204,business,1
A00894,56,32185,613,0.7,Bachelor,Female,White,15174,education,1
A00895,21,63786,738,9.1,High School,Female,White,7316,education,1
A00896,54,117154,642,6.0,Bachelor,Male,White,29463,education,1
A00897,33,22288,723,12.1,Master,Male,Black,12654,business,1
A00898,61,24912,591,3.7,Master,Male,White,13747,business,0
A00899,63,36684,571,4.0,Bachelor,Female,Hispanic,19649,education,0
A00900,43,37719,740,9.5,Bachelor,Male,Asian,16354,education,1
A00901,34,162605,700,2.2,Master,Male,White,53531,business,1
A00902,31,89413,753,5.0,High School,Female,Other,19275,business,1
A00903,28,86387,637,13.1,High School,Female,White,55734,business,1
A00904,64,41830,616,0.4,Bachelor,Male,White,25973,education,1
A00905,29,41283,788,6.3,High School,Female,White,20520,education,1
A00906,40,20516,558,22.5,Bachelor,Male,Black,24998,education,1
A00907,42,78358,780,4.8,High School,Male,White,7837,education,1
A00908,50,65816,785,8.7,Bachelor,Female,Black,28867,home,1
A00909,58,106042,748,18.2,Master,Male,Asian,43449,education,1
A00910,45,43195,624,2.4,Master,Male,White,48663,education,0
A00911,54,45023,614,0.2,Master,Female,Hispanic,7467,home,1
A00912,45,54286,663,0.1,Bachelor,Female,Black,6534,personal,0
A00913,40,83712,576,2.0,PhD,Female,White,14336,business,0
A00914,27,20289,603,25.6,Master,Female,White,66684,home,1
A00915,30,76239,731,2.4,Bachelor,Male,White,26285,auto,1
A00916,40,48421,731,17.1,High School,Female,White,11851,education,1
A00917,23,25973,596,2.3,Bachelor,Male,Hispanic,6888,personal,0
A00918,34,20000,734,8.6,Bachelor,Female,White,12743,education,0
A00919,41,45166,716,0.2,Master,Male,White,12073,personal,1
A00920,41,116847,800,4.9,Master,Male,Hispanic,46559,home,1
A00921,56,133894,725,3.7,PhD,Male,Black,49515,education,1
A00922,63,60671,764,0.4,PhD,Female,Asian,9509,personal,1
A00923,53,159086,718,10.7,Bachelor,Male,White,40236,personal,1
A00924,24,47773,758,4.6,Other,Female,Black,37071,auto,1
A00925,38,86853,577,1.3,PhD,Female,White,8571,business,1
A00926,53,37393,670,6.1,High School,Female,Black,20597,home,1
A00927,47,35998,676,7.6,Bachelor,Male,White,28930,home,1
A00928,41,32646,660,1.5,High School,Male,White,25099,personal,1
A00929,40,20000,715,1.2,High School,Female,Other,5605,business,1
A00930,38,106112,730,6.0,High School,Female,Hispanic,24463,auto,1
A00931,46,33356,711,11.2,Bachelor,Male,Black,36644,personal,1
A00932,28,30307,665,10.1,High School,Female,White,77938,personal,0
A00933,43,24149,621,3.7,High School,Male,Hispanic,12899,home,1
A00934,30,43363,767,4.1,High School,Male,White,14237,home,1
A00935,50,141222,707,5.2,Master,Male,White,18637,auto,1
A00936,59,172175,598,0.2,PhD,Male,White,27805,business,1
A00937,43,20000,664,7.5,Other,Male,White,23804,education,1
A00938,38,39629,540,7.1,Bachelor,Female,White,35719,education,1
A00939,62,26354,682,16.0,High School,Male,Hispanic,8953,education,0
A00940,50,88698,664,30.5,PhD,Female,White,30257,education,1
A00941,39,58218,634,2.4,High School,Female,Hispanic,12163,business,1
A00942,22,33458,806,2.1,Other,Female,Asian,19640,home,1
A00943,21,51202,587,3.2,Master,Male,White,86371,education,1
A00944,30,36810,736,1.3,Bachelor,Female,Hispanic,7196,auto,1
A00945,31,129126,850,1.1,High School,Male,White,17613,business,1
A00946,52,68062,766,4.0,High School,Female,Asian,7944,home,1
A00947,43,73269,677,10.6,Bachelor,Male,White,24895,home,0
A00948,64,20000,589,10.2,Bachelor,Female,White,50949,education,0
A00949,44,47095,571,2.4,Master,Male,White,25228,education,1
A00950,60,171086,647,0.3,Bachelor,Female,Asian,20062,education,1
A00951,45,108627,625,0.7,Bachelor,Male,White,63749,personal,1
A00952,36,20000,622,1.2,High School,Male,Hispanic,28692,business,0
A00953,52,40617,653,6.6,Bachelor,Female,White,42431,auto,0
A00954,40,23839,671,2.5,High School,Male,Black,39034,business,0
A00955,33,136852,718,12.9,Master,Female,White,2206,education,1
A00956,41,56758,580,5.2,Bachelor,Female,White,20716,auto,1
A00957,50,30925,625,0.8,Master,Female,White,9297,home,0
A00958,37,50035,667,0.3,Bachelor,Female,White,11345,home,1
A00959,51,20000,664,5.7,High School,Female,Hispanic,71658,auto,1
A00960,64,25566,826,0.3,Master,Female,Hispanic,16320,personal,1
A00961,39,50104,698,3.0,Master,Male,White,100112,education,1
A00962,33,81422,550,1.8,Master,Female,White,7142,education,1
A00963,38,20000,713,3.5,Bachelor,Female,White,9256,auto,1
A00964,57,38999,723,3.8,PhD,Male,Hispanic,40533,auto,1
A00965,28,89842,669,7.8,High School,Male,Hispanic,16762,business,0
A00966,63,20519,582,1.5,Bachelor,Male,Asian,28165,home,0
A00967,39,56247,820,22.3,Master,Female,Asian,20133,business,1
A00968,58,51000,594,8.6,High School,Male,White,19652,personal,0
A00969,55,137122,732,2.7,Master,Female,White,17268,personal,1
A00970,55,42698,696,0.0,Bachelor,Female,Asian,25427,auto,1
A00971,60,44224,728,2.4,High School,Female,White,36802,personal,1
A00972,29,81877,816,7.4,High School,Male,White,80140,auto,1
A00973,47,22118,724,1.7,Master,Female,White,18732,auto,1
A00974,25,42936,635,1.2,Master,Female,Hispanic,16076,auto,0
A00975,34,37293,768,10.0,High School,Male,Black,14501,home,1
A00976,22,45100,629,8.9,High School,Male,Other,71383,auto,0
A00977,51,81555,693,17.0,High School,Male,White,38263,personal,1
A00978,47,68356,576,1.3,High School,Female,White,4821,business,0
A00979,53,31281,597,7.7,Master,Male,White,4654,auto,1
A00980,28,53210,684,1.6,High School,Male,Hispanic,11338,auto,1
A00981,35,119882,709,13.1,High School,Male,White,26479,auto,1
A00982,50,29767,543,15.0,High School,Male,Asian,21444,home,0
A00983,57,53481,719,6.8,Bachelor,Male,White,33250,home,0
A00984,59,43656,614,0.3,Master,Female,Hispanic,19142,personal,0
A00985,24,47202,782,4.8,Master,Male,Hispanic,67368,business,1
A00986,38,20000,651,0.6,Bachelor,Female,White,40851,business,0
A00987,21,114285,590,0.4,Other,Male,Hispanic,23436,auto,0
A00988,57,30803,686,1.2,Bachelor,Male,White,55065,personal,0
A00989,26,90729,606,9.5,PhD,Female,Hispanic,5889,home,1
A00990,57,33764,781,3.5,Bachelor,Female,Hispanic,20577,personal,1
A00991,27,33681,680,17.3,High School,Female,Black,24587,education,1
A00992,21,101506,667,6.5,Master,Male,White,35654,auto,1
A00993,59,88994,727,1.8,Bachelor,Female,Other,5585,business,0
A00994,40,55558,599,10.0,Master,Female,Asian,17884,education,1
A00995,39,77395,576,1.3,High School,Male,Black,30344,auto,1
A00996,49,41227,712,1.0,Bachelor,Female,Other,32264,business,1
A00997,33,48775,592,2.2,PhD,Male,White,56891,business,0
A00998,51,32959,591,13.3,High School,Male,White,40505,business,1
A00999,39,84325,746,34.3,High School,Female,White,20979,education,1
A01000,32,32336,722,0.1,High School,Female,White,37796,auto,1
A01001,38,119502,579,5.4,Bachelor,Female,White,18749,education,1
A01002,21,40558,630,2.6,Master,Female,Black,24770,personal,1
A01003,34,49627,607,11.5,Bachelor,Male,White,41599,auto,1
A01004,47,77283,822,8.5,PhD,Female,White,21242,personal,1
A01005,27,49727,752,0.7,Bachelor,Non-binary,Hispanic,29424,home,1
A01006,26,40997,646,2.7,Bachelor,Male,Hispanic,47526,home,1
A01007,49,48145,726,0.2,High School,Male,Other,38938,auto,1
A01008,39,83808,571,1.1,High School,Female,White,59087,home,0
A01009,27,32934,626,5.7,Master,Male,Hispanic,141883,personal,0
A01010,53,45444,688,5.5,High School,Female,White,38651,auto,1
A01011,55,49324,716,16.6,High School,Female,White,15229,home,1
A01012,22,82351,672,4.0,PhD,Female,Hispanic,33171,business,0
A01013,29,46170,699,0.7,Bachelor,Female,White,32050,personal,1
A01014,37,145071,686,5.2,High School,Female,Hispanic,35983,personal,1
A01015,53,44626,666,7.1,Master,Female,White,72839,home,1
A01016,24,42505,656,1.7,Bachelor,Male,White,5725,business,1
A01017,56,44239,645,1.5,PhD,Female,White,73944,auto,1
A01018,35,22248,698,6.5,Master,Female,White,96793,personal,1
A01019,26,26316,712,0.3,High School,Female,White,34698,business,1
A01020,58,35653,695,15.8,High School,Non-binary,White,35373,business,1
A01021,24,96906,585,6.4,High School,Female,White,18154,personal,0
A01022,26,48056,600,2.5,Master,Female,Hispanic,22138,personal,1
A01023,62,36651,711,2.9,Bachelor,Female,White,38498,home,0
A01024,43,102326,797,1.9,Master,Female,Black,36564,business,1
A01025,41,124331,692,0.2,Bachelor,Female,Black,39205,home,1
A01026,51,104112,647,9.7,Bachelor,Male,White,36364,personal,1
A01027,48,29382,697,1.4,High School,Male,White,45193,business,1
A01028,47,36419,589,4.3,High School,Female,Black,41328,home,0
A01029,22,145545,784,1.4,Bachelor,Male,Asian,9706,auto,1
A01030,45,56652,694,8.2,Bachelor,Male,White,42865,personal,1
A01031,33,41748,626,2.5,PhD,Male,Hispanic,97428,business,0
A01032,56,75433,666,2.2,High School,Female,White,21562,auto,1
A01033,43,89713,637,4.2,Master,Non-binary,White,73100,personal,1
A01034,26,34791,784,4.3,High School,Female,White,10574,business,1
A01035,59,55919,663,17.9,Master,Female,White,21508,home,1
A01036,33,85471,692,4.4,High School,Female,White,13188,auto,1
A01037,32,24436,725,1.0,Master,Male,White,66394,personal,1
A01038,62,49385,620,0.9,High School,Male,White,81828,auto,0
A01039,55,25118,695,16.3,High School,Male,Black,20346,home,1
A01040,58,27169,701,16.4,Bachelor,Male,White,56209,business,1
A01041,50,34966,555,3.2,Bachelor,Female,Hispanic,82495,personal,1
A01042,61,65268,700,5.5,Bachelor,Male,Asian,21453,education,1
A01043,26,40408,676,1.4,Bachelor,Female,White,24435,personal,1
A01044,47,33221,690,0.1,Other,Female,White,39612,home,0
A01045,33,50560,682,2.3,High School,Male,White,11225,business,1
A01046,38,24632,700,9.5,Bachelor,Non-binary,Asian,24054,business,1
A01047,31,63403,786,4.2,PhD,Female,White,122299,personal,1
A01048,30,96648,585,1.9,Master,Female,White,14764,education,1
A01049,40,46745,652,2.1,Bachelor,Female,Other,43610,personal,1
A01050,61,43408,733,12.5,Bachelor,Non-binary,White,33491,home,0
A01051,48,61332,718,1.5,High School,Female,White,19321,home,1
A01052,36,20000,716,0.8,Bachelor,Female,Asian,26299,business,1
A01053,40,67649,850,5.5,Bachelor,Male,Asian,89509,home,1
A01054,44,300000,729,1.6,Master,Female,White,34299,personal,1
A01055,31,45542,770,20.2,Master,Female,White,38865,home,1
A01056,43,45639,655,5.1,High School,Male,White,79275,business,1
A01057,51,76585,600,31.2,High School,Male,White,17474,education,1
A01058,31,131557,654,0.2,Bachelor,Male,White,9532,business,1
A01059,46,87990,736,8.4,Bachelor,Male,White,90642,business,1
A01060,52,20000,712,28.6,Bachelor,Male,Black,24568,education,1
A01061,43,68736,712,2.2,Bachelor,Male,Hispanic,45020,education,1
A01062,33,229385,662,7.7,Bachelor,Female,Other,11969,education,1
A01063,45,71215,650,3.3,PhD,Female,Hispanic,30056,business,0
A01064,55,24519,665,0.2,Bachelor,Female,White,9158,business,0
A01065,30,58052,737,6.1,High School,Male,White,23178,education,1
A01066,46,22733,747,2.2,Bachelor,Female,White,13116,auto,1
A01067,50,102711,599,0.4,Bachelor,Male,White,10914,home,1
A01068,35,27624,740,2.7,High School,Male,White,17283,business,1
A01069,38,51253,627,2.6,High School,Female,Hispanic,3516,auto,0
A01070,60,29299,717,0.5,Bachelor,Female,White,8708,education,0
A01071,36,35317,664,2.1,Master,Non-binary,White,41189,personal,0
A01072,47,119573,805,8.1,PhD,Female,White,29089,business,1
A01073,27,52160,646,10.7,Bachelor,Female,Other,9326,auto,1
A01074,61,35048,694,9.0,High School,Female,Black,34142,education,0
A01075,47,24658,728,5.7,Bachelor,Female,White,10909,auto,0
A01076,54,20000,610,21.2,Bachelor,Male,White,39244,business,1
A01077,47,23138,674,2.1,Other,Male,Asian,20080,home,1
A01078,36,52426,658,2.5,Bachelor,Non-binary,White,16981,personal,0
A01079,35,88268,638,6.6,Master,Non-binary,Black,20478,personal,1
A01080,51,35024,644,4.0,PhD,Male,Hispanic,170693,auto,1
A01081,58,125784,768,15.9,Bachelor,Male,Hispanic,12003,auto,1
A01082,26,31872,632,8.8,High School,Male,White,26403,education,1
A01083,58,42497,725,8.5,Bachelor,Female,Asian,41154,business,0
A01084,57,25648,705,12.5,Bachelor,Male,White,10199,business,1
A01085,25,88827,568,6.7,Bachelor,Female,White,6152,home,1
A01086,25,172561,721,4.1,Other,Male,White,13617,business,1
A01087,51,20000,566,4.7,High School,Male,White,40439,home,1
A01088,58,39827,730,14.9,Bachelor,Male,White,16754,auto,1
A01089,38,104701,639,0.1,High School,Female,Hispanic,18308,business,0
A01090,49,20575,680,3.1,High School,Male,Asian,45643,personal,0
A01091,64,68872,576,8.5,Bachelor,Male,White,11555,business,1
A01092,35,102015,689,5.7,Master,Female,Hispanic,20516,home,1
A01093,30,51376,754,0.5,Bachelor,Female,Other,6561,business,1
A01094,64,68197,615,12.5,Bachelor,Male,White,28469,home,1
A01095,33,141003,631,3.5,High School,Female,Hispanic,26465,auto,1
A01096,41,157795,716,6.4,Bachelor,Male,Other,41623,home,1
A01097,40,47231,718,0.2,Bachelor,Female,Hispanic,8811,personal,1
A01098,44,35616,485,8.5,Master,Male,White,18891,auto,0
A01099,32,28226,841,9.6,Bachelor,Female,Asian,7920,education,0
A01100,50,88095,722,1.3,PhD,Non-binary,Hispanic,18090,business,1
A01101,51,21524,735,2.2,Master,Female,White,72072,personal,1
A01102,29,42127,668,2.3,Bachelor,Female,White,17041,personal,0
A01103,42,52136,531,34.4,Bachelor,Male,White,7385,home,1
A01104,23,36250,733,1.8,Master,Female,White,12785,auto,1
A01105,30,57982,634,23.8,Other,Male,White,6070,education,1
A01106,64,228366,723,2.2,Bachelor,Male,White,7811,business,1
A01107,43,45571,662,3.2,Bachelor,Female,Hispanic,37676,auto,0
A01108,48,37750,699,5.4,Bachelor,Female,Hispanic,6925,auto,0
A01109,60,90147,618,12.0,Master,Female,White,28278,business,1
A01110,52,56599,749,10.7,PhD,Female,White,22484,education,1
A01111,55,116261,584,5.1,PhD,Female,White,14397,business,0
A01112,52,54112,850,4.8,High School,Female,White,26420,auto,1
A01113,42,42232,850,0.3,High School,Female,Black,10403,education,1
A01114,48,20000,810,4.4,Master,Female,White,43160,home,1
A01115,33,20000,782,4.5,Bachelor,Male,Other,12598,home,1
A01116,60,20000,673,12.1,PhD,Female,White,16169,home,1
A01117,28,61549,773,2.3,Bachelor,Female,White,14701,home,0
A01118,59,21647,672,3.1,Master,Non-binary,Asian,38237,auto,1
A01119,59,104124,555,9.1,Master,Male,White,34048,home,1
A01120,27,49918,800,1.7,High School,Male,White,2704,home,1
A01121,52,42340,770,8.9,High School,Male,White,26994,personal,1
A01122,64,29545,677,0.7,Master,Male,Black,5455,personal,0
A01123,46,71207,581,4.8,High School,Female,White,16763,auto,1
A01124,35,30251,633,0.3,Master,Male,Hispanic,20200,personal,0
A01125,59,27140,534,19.0,Bachelor,Male,Black,16619,home,0
A01126,43,100008,755,12.0,Bachelor,Female,Asian,32881,home,1
A01127,26,60643,551,6.9,High School,Male,Black,39185,auto,1
A01128,31,42575,702,4.1,Other,Male,Hispanic,11863,auto,1
A01129,51,72031,612,18.9,Master,Female,Black,11523,home,1
A01130,41,49284,565,2.1,Master,Female,White,21401,personal,0
A01131,30,61685,699,3.7,Master,Non-binary,Black,6406,personal,1
A01132,56,30028,653,0.6,Bachelor,Female,Black,15039,auto,1
A01133,26,169776,747,3.8,PhD,Non-binary,White,64761,auto,1
A01134,30,34621,578,7.2,Bachelor,Male,Black,6600,business,1
A01135,41,124692,619,6.3,Bachelor,Female,White,16779,personal,0
A01136,22,43768,488,14.7,High School,Female,White,13713,auto,1
A01137,38,79559,505,19.4,High School,Female,White,109558,business,0
A01138,61,76155,823,8.8,Master,Male,White,14324,home,1
A01139,62,97549,846,1.4,Bachelor,Male,White,15005,education,1
A01140,59,29602,687,5.6,Master,Male,White,9656,personal,1
A01141,35,93468,614,26.0,Other,Female,White,22191,education,1
A01142,23,148429,656,24.7,Bachelor,Female,White,27340,business,1
A01143,56,41973,749,8.0,High School,Male,Black,10843,business,1
A01144,37,50052,638,3.1,Master,Female,White,48580,business,1
A01145,53,35808,699,2.4,High School,Female,Other,27360,business,0
A01146,26,39820,678,1.3,Master,Female,Hispanic,43543,personal,0
A01147,50,136879,634,0.6,Bachelor,Male,White,16940,home,1
A01148,46,26834,637,7.1,Bachelor,Female,White,26756,personal,0
A01149,61,27853,703,8.3,Bachelor,Female,White,18574,personal,1
A01150,25,128867,601,5.1,Bachelor,Female,White,70696,personal,1
A01151,38,71305,716,19.6,Bachelor,Female,White,24173,auto,1
A01152,64,174944,642,14.5,High School,Female,Black,22181,education,1
A01153,38,37411,690,12.3,Bachelor,Male,Black,15266,auto,1
A01154,49,52879,790,10.1,PhD,Female,White,14577,personal,1
A01155,28,32977,666,7.7,High School,Male,Hispanic,26640,education,1
A01156,53,53422,753,1.3,Bachelor,Female,White,42432,auto,1
A01157,33,20000,536,2.7,High School,Female,Hispanic,12738,business,0
A01158,46,73937,642,8.3,Bachelor,Female,Other,24373,home,1
A01159,59,59520,682,6.7,High School,Female,White,25523,auto,1
A01160,50,47356,833,3.5,Master,Male,Hispanic,29339,auto,1
A01161,41,38784,523,0.3,High School,Male,Hispanic,5619,auto,0
A01162,29,28656,672,2.7,Master,Female,White,10511,education,1
A01163,36,75858,796,12.3,High School,Male,White,7385,home,1
A01164,58,24278,617,4.2,Bachelor,Male,Hispanic,22613,personal,0
A01165,30,66645,662,2.7,High School,Non-binary,White,10713,education,0
A01166,49,170190,706,14.5,Master,Male,White,14809,auto,1
A01167,42,119528,694,10.8,PhD,Male,Black,8472,home,1
A01168,35,20000,805,4.5,High School,Male,White,15953,personal,1
A01169,52,35523,715,0.8,Other,Female,White,8961,personal,0
A01170,36,63124,786,6.1,Bachelor,Male,Other,40389,education,1
A01171,33,46996,651,12.4,Bachelor,Female,White,32318,auto,1
A01172,44,21170,620,3.6,Master,Female,White,24839,education,1
A01173,54,61771,661,1.4,High School,Male,Black,17299,personal,1
A01174,59,48727,587,11.7,Bachelor,Female,White,4314,auto,1
A01175,48,154599,718,6.6,High School,Male,Hispanic,15266,business,1
A01176,50,42110,649,8.9,Master,Female,Black,11978,personal,1
A01177,55,98794,626,5.6,Bachelor,Male,White,26844,business,1
A01178,32,22919,719,6.5,PhD,Male,White,36162,personal,1
A01179,32,26454,588,0.7,High School,Male,Other,28558,personal,0
A01180,42,75583,741,13.6,PhD,Male,Asian,60501,home,1
A01181,48,93923,641,4.2,High School,Female,White,13979,auto,1
A01182,49,27599,772,2.5,Bachelor,Male,White,13523,home,1
A01183,27,49734,648,2.1,Bachelor,Female,White,50528,education,0
A01184,55,21397,730,9.3,High School,Male,Asian,25159,education,1
A01185,37,43970,694,3.5,High School,Female,Hispanic,18077,home,1
A01186,59,80995,739,6.1,Master,Female,White,96492,education,1
A01187,52,37760,688,2.4,High School,Male,Asian,34967,home,1
A01188,64,42217,546,3.8,Bachelor,Female,White,18912,education,1
A01189,48,24887,760,1.9,Other,Female,White,12723,auto,0
A01190,44,33222,672,9.2,Bachelor,Female,Black,63653,personal,0
A01191,29,140767,743,14.6,High School,Female,White,25993,business,1
A01192,38,51213,735,0.7,High School,Female,Black,22462,business,1
A01193,58,26865,618,5.3,High School,Male,White,37836,personal,1
A01194,37,40584,606,4.7,Bachelor,Female,Hispanic,44536,home,0
A01195,23,20000,732,3.9,Master,Male,Other,34197,auto,1
A01196,31,26675,655,14.7,High School,Female,White,44675,business,1
A01197,47,110880,754,10.9,High School,Female,White,31605,business,1
A01198,48,45004,665,3.6,Bachelor,Female,Hispanic,34334,home,1
A01199,64,152426,761,4.4,Bachelor,Female,White,12267,auto,1
A01200,62,46295,713,0.7,Bachelor,Male,Hispanic,93740,auto,0
A01201,44,47973,703,0.2,PhD,Female,Black,8209,home,1
A01202,45,72008,650,7.0,High School,Male,White,28211,business,1
A01203,56,20000,698,1.8,Bachelor,Female,Asian,7559,home,1
A01204,23,55434,775,2.9,Master,Female,White,20363,personal,1
A01205,47,47600,675,12.6,Master,Male,White,13946,education,1
A01206,41,119565,722,2.8,Master,Female,White,24553,business,1
A01207,55,87448,683,15.1,Master,Male,Hispanic,28952,education,1
A01208,56,24829,689,5.8,Bachelor,Female,Asian,10248,personal,1
A01209,49,103288,817,6.8,Bachelor,Non-binary,White,21514,auto,1
A01210,49,41881,776,3.0,Master,Female,White,67167,education,0
A01211,51,28490,686,12.4,Master,Female,White,7709,home,1
A01212,46,55174,697,0.2,Master,Male,Black,11122,personal,1
A01213,31,43405,623,11.5,Bachelor,Male,White,43853,education,1
A01214,33,123386,666,4.6,Master,Male,White,23436,home,1
A01215,53,60136,704,6.9,High School,Male,White,24857,personal,1
A01216,48,55458,748,21.9,High School,Male,White,49903,personal,1
A01217,31,84152,739,6.8,Bachelor,Female,Black,11669,home,1
A01218,59,94440,591,6.3,High School,Female,White,14538,personal,0
A01219,64,78445,758,2.7,Master,Male,White,13172,business,1
A01220,48,114883,672,1.1,High School,Female,White,16671,auto,1
A01221,31,70629,601,2.3,Master,Female,White,64319,business,1
A01222,62,54208,786,15.3,Bachelor,Male,White,5648,business,1
A01223,31,103105,797,25.6,High School,Female,White,8472,education,1
A01224,40,46418,701,3.8,High School,Male,White,7386,business,0
A01225,58,50008,736,1.8,Bachelor,Female,White,67599,home,1
A01226,43,137715,741,3.8,Master,Female,White,13473,personal,1
A01227,31,129722,791,18.0,Bachelor,Male,Black,16960,personal,1
A01228,24,48780,738,0.4,High School,Male,White,6052,auto,1
A01229,36,37341,573,0.5,High School,Female,White,17855,education,0
A01230,50,117936,840,3.8,High School,Male,Black,44056,auto,1
A01231,52,79241,765,11.3,High School,Female,White,26966,auto,1
A01232,30,59239,639,19.9,Other,Female,White,20205,auto,1
A01233,27,40411,597,9.3,High School,Male,Hispanic,6298,personal,1
A01234,51,59815,720,3.3,High School,Female,White,16943,business,1
A01235,27,48386,657,2.1,PhD,Female,Asian,24773,personal,0
A01236,23,32905,706,5.8,Master,Male,White,9962,business,1
A01237,42,52967,739,3.6,Bachelor,Female,Asian,37194,business,1
A01238,46,57483,634,3.2,Bachelor,Female,Hispanic,44714,home,0
A01239,31,39134,590,17.2,PhD,Female,White,14430,personal,1
A01240,30,84313,710,1.9,High School,Male,White,39366,business,1
A01241,31,106223,637,13.7,High School,Male,Black,20175,home,1
A01242,36,87722,691,5.7,PhD,Female,White,55144,home,1
A01243,21,41533,572,2.0,Master,Female,White,112119,business,0
A01244,21,77148,659,4.6,Other,Male,Asian,9182,auto,1
A01245,37,51368,737,3.8,Bachelor,Female,Hispanic,40765,auto,1
A01246,21,23354,728,1.0,PhD,Female,Other,62565,auto,1
A01247,35,73396,616,0.5,Bachelor,Male,Hispanic,10132,personal,0
A01248,46,53512,586,3.0,Master,Female,Hispanic,13903,auto,0
A01249,22,232379,681,13.9,PhD,Female,Hispanic,13778,auto,1
A01250,48,117519,724,3.9,High School,Female,Black,19806,auto,1
A01251,48,75108,712,0.1,High School,Female,Asian,16562,home,1
A01252,46,56925,639,3.4,Bachelor,Female,Black,18795,home,1
A01253,48,54080,703,0.6,Master,Female,White,43061,education,1
A01254,56,26843,800,4.9,High School,Female,Black,4833,home,1
A01255,24,20000,696,0.3,PhD,Male,White,10106,business,1
A01256,28,29041,549,2.2,Bachelor,Male,Asian,37644,education,0
A01257,34,47637,696,15.9,Bachelor,Female,Black,34276,education,0
A01258,51,20000,843,10.5,Bachelor,Female,Black,9444,auto,0
A01259,59,35362,577,8.4,PhD,Male,White,34467,business,0
A01260,61,42253,682,17.2,High School,Male,White,63671,education,1
A01261,46,43076,661,4.1,Bachelor,Male,White,21179,home,1
A01262,39,32957,687,0.6,High School,Female,Black,9834,education,0
A01263,39,39938,695,6.2,PhD,Female,Black,44354,home,1
A01264,23,137907,771,19.4,Master,Female,White,87416,education,1
A01265,41,72932,686,3.0,High School,Male,White,10840,education,1
A01266,43,35025,782,8.6,High School,Female,White,22729,education,1
A01267,30,47051,670,2.4,Bachelor,Male,White,52687,auto,1
A01268,54,48195,651,2.2,Bachelor,Male,Asian,24155,education,1
A01269,56,30922,626,11.7,Master,Male,Asian,5443,business,1
A01270,34,30900,534,7.1,Bachelor,Female,Hispanic,31405,personal,0
A01271,61,89887,702,32.0,Bachelor,Female,White,10066,personal,1
A01272,25,38106,844,2.9,Master,Male,White,7969,home,1
A01273,61,25417,716,0.6,Bachelor,Male,Asian,5529,business,0
A01274,54,47768,734,18.8,High School,Female,Other,57086,home,1
A01275,30,52617,646,7.1,High School,Male,White,11296,education,1
A01276,49,20000,660,12.8,Bachelor,Female,Black,28757,business,1
